Upregulated
Ensembl_g_id	Ensembl_t_id	Ensembl_p_id	Gene_symbol	Symbol	Description	Fold	PPEE	case control expected_counts	
ENSRNOG00000017487	ENSRNOT00000023591	ENSRNOP00000023591	OTOA	Otoa	otoancorin [Source:RGD Symbol;Acc:1562741]	1.455189401	0.993400276	6	4
ENSRNOG00000017699	ENSRNOT00000035286	ENSRNOP00000033032	MILL1	Mill1	MHC I like leukocyte 1 [Source:RGD Symbol;Acc:1311714]	1.455189401	0.993400276	6	4
ENSRNOG00000018287	ENSRNOT00000066691	ENSRNOP00000059097	RGD1307603	RGD1307603	similar to hypothetical protein MGC37914 [Source:RGD Symbol;Acc:1307603]	1.455189401	0.993400276	6	4
ENSRNOG00000018764	ENSRNOT00000025363	ENSRNOP00000025362	B3GNT3	B3gnt3	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3 [Source:RGD Symbol;Acc:1305151]	1.455189401	0.993400276	6	4
ENSRNOG00000018978	ENSRNOT00000049269	ENSRNOP00000045146	CD163L1	Cd163l1	CD163 molecule-like 1 [Source:RGD Symbol;Acc:1307378]	1.455189401	0.993400276	6	4
ENSRNOG00000019620	ENSRNOT00000035383	ENSRNOP00000036204	PMF1	Pmf1	polyamine-modulated factor 1 [Source:RGD Symbol;Acc:1584694]	1.455189401	0.993400276	6	4
ENSRNOG00000020400	ENSRNOT00000027661	ENSRNOP00000027661	MEF2B	Mef2b	myocyte enhancer factor 2B [Source:RGD Symbol;Acc:1561733]	1.455189401	0.993400276	6	4
ENSRNOG00000022899	ENSRNOT00000071819	ENSRNOP00000065356	CDK15	Cdk15	cyclin-dependent kinase 15 [Source:RGD Symbol;Acc:1306205]	1.455189401	0.993400276	6	4
ENSRNOG00000033901	ENSRNOT00000044831	ENSRNOP00000043132	TTLL2	Ttll2	tubulin tyrosine ligase-like family, member 2 [Source:RGD Symbol;Acc:1305200]	1.455189401	0.993400276	6	4
ENSRNOG00000038286	ENSRNOT00000029315	ENSRNOP00000035388	SLAMF6	Slamf6	SLAM family member 6 [Source:RGD Symbol;Acc:1561848]	1.455189401	0.993400276	6	4
ENSRNOG00000039473	ENSRNOT00000060492	ENSRNOP00000057234	CCDC152	Ccdc152	coiled-coil domain containing 152 [Source:RGD Symbol;Acc:1561503]	1.455189401	0.993400276	6	4
ENSRNOG00000049334	ENSRNOT00000092131	ENSRNOP00000070917	ATP2C2	Atp2c2	ATPase, Ca++ transporting, type 2C, member 2 [Source:RGD Symbol;Acc:620647]	1.455189401	0.993400276	6	4
ENSRNOG00000053034	ENSRNOT00000091570	-	AABR07071198.1	AABR07071198.1	-	1.455189401	0.993400276	6	4
ENSRNOG00000055789	ENSRNOT00000087070	-	AABR07000411.1	AABR07000411.1	-	1.455189401	0.993400276	6	4
ENSRNOG00000056188	ENSRNOT00000083437	-	AABR07034833.2	AABR07034833.2	-	1.455189401	0.993400276	6	4
ENSRNOG00000060193	ENSRNOT00000078446	ENSRNOP00000074239	2310007L24RIK	2310007L24Rik	RIKEN cDNA 2310007L24 gene [Source:MGI Symbol;Acc:MGI:1922823]	1.455189401	0.993400276	6	4
ENSRNOG00000056162	ENSRNOT00000088221	ENSRNOP00000075327	MRFAP1	Mrfap1	Ab2-450; MORF4 family-associated protein 1  [Source:UniProtKB/TrEMBL;Acc:Q7TP34]	1.396729486	0.993438781	7.6	5.28
ENSRNOG00000048988	ENSRNOT00000075378	ENSRNOP00000066602	LOC100909524	LOC100909524	protein Z-dependent protease inhibitor-like [Source:RGD Symbol;Acc:6503444]	1.213517096	0.993439575	35	28
ENSRNOG00000003925	ENSRNOT00000072729	ENSRNOP00000065563	HHAT	Hhat	hedgehog acyltransferase [Source:RGD Symbol;Acc:1311746]	1.334539417	0.993443386	11	8
ENSRNOG00000012290	ENSRNOT00000016458	ENSRNOP00000016458	GCHFR	Gchfr	GTP cyclohydrolase I feedback regulator [Source:RGD Symbol;Acc:621746]	1.334539417	0.993443386	11	8
ENSRNOG00000017606	ENSRNOT00000088245	ENSRNOP00000073411	P2RX1	P2rx1	purinergic receptor P2X, ligand-gated ion channel, 1 [Source:RGD Symbol;Acc:3240]	1.334539417	0.993443386	11	8
ENSRNOG00000033143	ENSRNOT00000046213	ENSRNOP00000043063	CEP295NL	Cep295nl	CEP295 N-terminal like [Source:RGD Symbol;Acc:1597046]	1.334539417	0.993443386	11	8
ENSRNOG00000048275	ENSRNOT00000071925	ENSRNOP00000067773	LOC100911028	LOC100911028	5-hydroxyisourate hydrolase-like [Source:RGD Symbol;Acc:6495300]	1.334539417	0.993443386	11	8
ENSRNOG00000053250	ENSRNOT00000082934	ENSRNOP00000072004	HRNR	Hrnr	hornerin [Source:MGI Symbol;Acc:MGI:3046938]	1.334539417	0.993443386	11	8
ENSRNOG00000056571	ENSRNOT00000085384	-	AABR07005779.4	AABR07005779.4	-	1.334539417	0.993443386	11	8
ENSRNOG00000058123	ENSRNOT00000092040	-	AABR07035780.2	AABR07035780.2	-	1.334539417	0.993443386	11	8
ENSRNOG00000045978	ENSRNOT00000074526	ENSRNOP00000067813	HIST1H4B	Hist1h4b	histone cluster 1, H4b [Source:RGD Symbol;Acc:620814]	2.914304019	0.993450638	1.01	0.33
ENSRNOG00000048642	ENSRNOT00000074198	ENSRNOP00000066695	LOC100912418	LOC100912418	histone H4-like [Source:RGD Symbol;Acc:6486872]	2.914304019	0.993450638	1.01	0.33
ENSRNOG00000048735	ENSRNOT00000072147	ENSRNOP00000066653	LOC100912290	LOC100912290	histone H4-like [Source:RGD Symbol;Acc:6487551]	2.914304019	0.993450638	1.01	0.33
ENSRNOG00000025898	ENSRNOT00000010990	ENSRNOP00000010990	LOC690142	LOC690142	hypothetical protein LOC690142 [Source:RGD Symbol;Acc:1584027]	1.209093058	0.993470381	36.18	29.05
ENSRNOG00000055942	ENSRNOT00000088542	ENSRNOP00000075711	AC120310.3	AC120310.3	-	55.1931103	0.993470753	0.55	0
ENSRNOG00000056825	ENSRNOT00000087206	ENSRNOP00000074433	AABR07072539.3	AABR07072539.3	-	55.1931103	0.993470753	0.55	0
ENSRNOG00000046314	ENSRNOT00000072845	-	AABR07044473.1	AABR07044473.1	-	1.57785069	0.993510337	3.37	2.07
ENSRNOG00000047509	ENSRNOT00000073903	-	AABR07047844.1	AABR07047844.1	-	1.57785069	0.993510337	3.37	2.07
ENSRNOG00000048192	ENSRNOT00000074538	-	AABR07070238.2	AABR07070238.2	-	1.57785069	0.993510337	3.37	2.07
ENSRNOG00000050867	ENSRNOT00000075406	-	AABR07050530.1	AABR07050530.1	-	1.57785069	0.993510337	3.37	2.07
ENSRNOG00000055972	ENSRNOT00000082011	-	AC128394.1	AC128394.1	-	1.57785069	0.993510337	3.37	2.07
ENSRNOG00000055770	ENSRNOT00000072167	ENSRNOP00000064959	AABR07050399.1	AABR07050399.1	Protein LOC100910002  [Source:UniProtKB/TrEMBL;Acc:M0R6B4]	54.20778102	0.993514516	0.54	0
ENSRNOG00000058695	ENSRNOT00000071103	ENSRNOP00000066260	AABR07050391.2	AABR07050391.2	Protein LOC100910002  [Source:UniProtKB/TrEMBL;Acc:M0R6B4]	54.20778102	0.993514516	0.54	0
ENSRNOG00000042264	ENSRNOT00000065235	ENSRNOP00000063269	PCDHGB1	Pcdhgb1	protocadherin gamma subfamily B, 1 [Source:MGI Symbol;Acc:MGI:1935169]	1.211340933	0.993516691	33.44	26.8
ENSRNOG00000000580	ENSRNOT00000000708	ENSRNOP00000000708	FAM26D	Fam26d	family with sequence similarity 26, member D [Source:RGD Symbol;Acc:1595701]	1.269399992	0.993521815	17	13
ENSRNOG00000012886	ENSRNOT00000017181	ENSRNOP00000017181	MAFF	Maff	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog F [Source:RGD Symbol;Acc:1309531]	1.269399992	0.993521815	17	13
ENSRNOG00000022094	ENSRNOT00000032301	ENSRNOP00000036081	LACC1	Lacc1	laccase (multicopper oxidoreductase) domain containing 1 [Source:RGD Symbol;Acc:1310185]	1.269399992	0.993521815	17	13
ENSRNOG00000043451	ENSRNOT00000075989	ENSRNOP00000068511	SPP1	Spp1	secreted phosphoprotein 1 [Source:RGD Symbol;Acc:3752]	1.269399992	0.993521815	17	13
ENSRNOG00000055308	ENSRNOT00000088507	-	AABR07067310.1	AABR07067310.1	-	1.269399992	0.993521815	17	13
ENSRNOG00000000590	ENSRNOT00000057218	ENSRNOP00000054044	NAGLT1	Naglt1	Na+ dependent glucose transporter 1 [Source:RGD Symbol;Acc:631438]	1.407254354	0.993593278	5.86	4.04
ENSRNOG00000003807	ENSRNOT00000078561	ENSRNOP00000071955	WNT9B	Wnt9b	wingless-type MMTV integration site family, member 9B [Source:RGD Symbol;Acc:1309574]	1.294176315	0.993620904	12	9
ENSRNOG00000018405	ENSRNOT00000024832	ENSRNOP00000024832	APOC4	Apoc4	apolipoprotein C-IV [Source:RGD Symbol;Acc:70959]	1.294176315	0.993620904	12	9
ENSRNOG00000038241	ENSRNOT00000058219	ENSRNOP00000055019	LOC100359752	LOC100359752	hypothetical protein LOC100359752 [Source:RGD Symbol;Acc:2323488]	1.294176315	0.993620904	12	9
ENSRNOG00000018377	ENSRNOT00000024755	ENSRNOP00000075478	AC123471.1	AC123471.1	-	1.392673109	0.993629079	6	4.18
ENSRNOG00000050595	ENSRNOT00000074349	ENSRNOP00000067018	LOC100912565	LOC100912565	major urinary protein-like [Source:RGD Symbol;Acc:6486266]	1.294915042	0.993651014	11.42	8.56
ENSRNOG00000024536	ENSRNOT00000034075	ENSRNOP00000038619	CCBE1	Ccbe1	collagen and calcium binding EGF domains 1 [Source:RGD Symbol;Acc:1307670]	1.248091688	0.993652542	18	14
ENSRNOG00000001684	ENSRNOT00000002289	ENSRNOP00000002289	RIPPLY3	Ripply3	ripply transcriptional repressor 3 [Source:RGD Symbol;Acc:1308788]	1.358516787	0.993660741	7	5
ENSRNOG00000011120	ENSRNOT00000089579	ENSRNOP00000071360	LOC680663	LOC680663	hypothetical protein LOC680663 [Source:RGD Symbol;Acc:1589413]	1.358516787	0.993660741	7	5
ENSRNOG00000011907	ENSRNOT00000016657	ENSRNOP00000016657	KRT23	Krt23	keratin 23, type I [Source:RGD Symbol;Acc:1308838]	1.358516787	0.993660741	7	5
ENSRNOG00000015519	ENSRNOT00000078874	ENSRNOP00000072835	CES1D	Ces1d	carboxylesterase 1D [Source:RGD Symbol;Acc:70896]	1.358516787	0.993660741	7	5
ENSRNOG00000022521	ENSRNOT00000031974	ENSRNOP00000030379	DDIAS	Ddias	DNA damage-induced apoptosis suppressor [Source:RGD Symbol;Acc:1559690]	1.358516787	0.993660741	7	5
ENSRNOG00000027736	ENSRNOT00000029577	ENSRNOP00000029782	CNN1	Cnn1	calponin 1, basic, smooth muscle [Source:RGD Symbol;Acc:621883]	1.358516787	0.993660741	7	5
ENSRNOG00000030486	ENSRNOT00000047755	ENSRNOP00000041369	PRDM6	Prdm6	PR domain containing 6 [Source:RGD Symbol;Acc:1559594]	1.358516787	0.993660741	7	5
ENSRNOG00000037418	ENSRNOT00000056620	ENSRNOP00000053459	INCA1	Inca1	inhibitor of CDK, cyclin A1 interacting protein 1 [Source:RGD Symbol;Acc:1306656]	1.358516787	0.993660741	7	5
ENSRNOG00000038055	ENSRNOT00000057907	ENSRNOP00000054717	SLC47A2	Slc47a2	solute carrier family 47 (multidrug and toxin extrusion), member 2 [Source:RGD Symbol;Acc:1562382]	1.358516787	0.993660741	7	5
ENSRNOG00000058777	ENSRNOT00000089388	-	AABR07030919.1	AABR07030919.1	-	1.358516787	0.993660741	7	5
ENSRNOG00000059889	ENSRNOT00000079925	ENSRNOP00000071848	ONECUT3	Onecut3	one cut domain, family member 3 [Source:MGI Symbol;Acc:MGI:1891409]	1.358516787	0.993660741	7	5
ENSRNOG00000026051	ENSRNOT00000036147	-	RGD1562652	RGD1562652	-	1.20380317	0.993681143	31	25
ENSRNOG00000030110	ENSRNOT00000050944	ENSRNOP00000040734	LOC100362916	LOC100362916	rCG61219-like [Source:RGD Symbol;Acc:2323777]	50.26646391	0.993686681	0.5	0
ENSRNOG00000033801	ENSRNOT00000047082	ENSRNOP00000044802	LOC100360997	LOC100360997	rCG61261-like [Source:RGD Symbol;Acc:2321063]	50.26646391	0.993686681	0.5	0
ENSRNOG00000043089	ENSRNOT00000065401	ENSRNOP00000059466	LOC100365347	LOC100365347	rCG61261-like [Source:RGD Symbol;Acc:2319231]	50.26646391	0.993686681	0.5	0
ENSRNOG00000047110	ENSRNOT00000075736	ENSRNOP00000065547	LOC100911047	LOC100911047	X-linked lymphocyte-regulated protein 3A-like [Source:RGD Symbol;Acc:6495416]	50.26646391	0.993686681	0.5	0
ENSRNOG00000047630	ENSRNOT00000074398	ENSRNOP00000067701	LOC100911047	LOC100911047	X-linked lymphocyte-regulated protein 3A-like [Source:RGD Symbol;Acc:6495416]	50.26646391	0.993686681	0.5	0
ENSRNOG00000050162	ENSRNOT00000074431	ENSRNOP00000067061	LOC100912491	LOC100912491	olfactory receptor 2A2-like [Source:RGD Symbol;Acc:6486657]	50.26646391	0.993686681	0.5	0
ENSRNOG00000050546	ENSRNOT00000073594	ENSRNOP00000066000	OLR858	Olr858	olfactory receptor 858 [Source:RGD Symbol;Acc:1333843]	50.26646391	0.993686681	0.5	0
ENSRNOG00000051491	ENSRNOT00000088479	-	7SK	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	50.26646391	0.993686681	0.5	0
ENSRNOG00000053248	ENSRNOT00000087454	-	AABR07031674.3	AABR07031674.3	-	50.26646391	0.993686681	0.5	0
ENSRNOG00000053298	ENSRNOT00000088944	-	7SK	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	50.26646391	0.993686681	0.5	0
ENSRNOG00000053299	ENSRNOT00000078406	-	SCARNA6	SCARNA6	Small Cajal body specific RNA 6 [Source:RFAM;Acc:RF00478]	50.26646391	0.993686681	0.5	0
ENSRNOG00000054022	ENSRNOT00000078966	ENSRNOP00000075575	AABR07024000.1	AABR07024000.1	-	50.26646391	0.993686681	0.5	0
ENSRNOG00000054636	ENSRNOT00000084592	-	SCARNA6	SCARNA6	Small Cajal body specific RNA 6 [Source:RFAM;Acc:RF00478]	50.26646391	0.993686681	0.5	0
ENSRNOG00000058517	ENSRNOT00000087468	ENSRNOP00000069056	AABR07043279.1	AABR07043279.1	-	50.26646391	0.993686681	0.5	0
ENSRNOG00000059489	ENSRNOT00000088343	-	AC111319.3	AC111319.3	-	50.26646391	0.993686681	0.5	0
ENSRNOG00000061644	ENSRNOT00000086313	ENSRNOP00000073586	AABR07042623.1	AABR07042623.1	-	50.26646391	0.993686681	0.5	0
ENSRNOG00000051831	ENSRNOT00000089050	-	5_8S_RRNA	5_8S_rRNA	5.8S ribosomal RNA [Source:RFAM;Acc:RF00002]	2.817393604	0.993694914	0.86	0.29
ENSRNOG00000053888	ENSRNOT00000090107	-	5_8S_RRNA	5_8S_rRNA	5.8S ribosomal RNA [Source:RFAM;Acc:RF00002]	2.817393604	0.993694914	0.86	0.29
ENSRNOG00000056172	ENSRNOT00000084761	-	5_8S_RRNA	5_8S_rRNA	5.8S ribosomal RNA [Source:RFAM;Acc:RF00002]	2.817393604	0.993694914	0.86	0.29
ENSRNOG00000058725	ENSRNOT00000087159	-	5_8S_RRNA	5_8S_rRNA	5.8S ribosomal RNA [Source:RFAM;Acc:RF00002]	2.817393604	0.993694914	0.86	0.29
ENSRNOG00000058896	ENSRNOT00000077643	-	5_8S_RRNA	5_8S_rRNA	5.8S ribosomal RNA [Source:RFAM;Acc:RF00002]	2.817393604	0.993694914	0.86	0.29
ENSRNOG00000059394	ENSRNOT00000089300	-	5_8S_RRNA	5_8S_rRNA	5.8S ribosomal RNA [Source:RFAM;Acc:RF00002]	2.817393604	0.993694914	0.86	0.29
ENSRNOG00000059852	ENSRNOT00000085643	-	RN5-8S	Rn5-8s	5.8S ribosomal RNA [Source:RGD Symbol;Acc:5687331]	2.817393604	0.993694914	0.86	0.29
ENSRNOG00000061091	ENSRNOT00000083295	ENSRNOP00000070262	AABR07045071.1	AABR07045071.1	-	1.245324532	0.99372348	16.78	13.08
ENSRNOG00000050237	ENSRNOT00000072022	ENSRNOP00000066407	AABR07043701.1	AABR07043701.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0RA66]	1.391321563	0.993723913	5.12	3.57
ENSRNOG00000015168	ENSRNOT00000020345	ENSRNOP00000020345	LOC365238	LOC365238	similar to CG15432-PA [Source:RGD Symbol;Acc:1583796]	1.285406293	0.993740155	10.78	8.14
ENSRNOG00000053185	ENSRNOT00000084817	-	AABR07006889.1	AABR07006889.1	-	1.464984782	0.993742875	3.43	2.27
ENSRNOG00000061777	ENSRNOT00000091763	ENSRNOP00000074727	AABR07024203.3	AABR07024203.3	-	1.913817941	0.993743742	1.33	0.67
ENSRNOG00000008134	ENSRNOT00000084004	ENSRNOP00000070644	MEFV	Mefv	Mediterranean fever [Source:RGD Symbol;Acc:61889]	1.261877886	0.993767235	13	10
ENSRNOG00000010265	ENSRNOT00000014151	ENSRNOP00000014151	ADA	Ada	adenosine deaminase [Source:RGD Symbol;Acc:2031]	1.261877886	0.993767235	13	10
ENSRNOG00000014130	ENSRNOT00000019234	ENSRNOP00000019234	LOC100362620	LOC100362620	CDC28 protein kinase regulatory subunit 2 [Source:RGD Symbol;Acc:2324338]	1.261877886	0.993767235	13	10
ENSRNOG00000025626	ENSRNOT00000032928	-	AC123358.1	AC123358.1	-	1.261877886	0.993767235	13	10
ENSRNOG00000030048	ENSRNOT00000045901	ENSRNOP00000050954	RGD1560207	RGD1560207	similar to chromosome X open reading frame 22 [Source:RGD Symbol;Acc:1560207]	1.261877886	0.993767235	13	10
ENSRNOG00000046776	ENSRNOT00000074875	ENSRNOP00000067831	MSX3	Msx3	msh homeobox 3 [Source:RGD Symbol;Acc:620932]	1.261877886	0.993767235	13	10
ENSRNOG00000060585	ENSRNOT00000089483	-	AABR07051431.1	AABR07051431.1	-	1.261877886	0.993767235	13	10
ENSRNOG00000018430	ENSRNOT00000024999	ENSRNOP00000024999	GRK1	Grk1	G protein-coupled receptor kinase 1 [Source:RGD Symbol;Acc:619712]	1.229622627	0.993767508	19	15
ENSRNOG00000028092	ENSRNOT00000029608	ENSRNOP00000038495	CPA2	Cpa2	carboxypeptidase A2 (pancreatic) [Source:RGD Symbol;Acc:1305563]	1.229622627	0.993767508	19	15
ENSRNOG00000058560	ENSRNOT00000086062	ENSRNOP00000071077	COL2A1	Col2a1	collagen, type II, alpha 1 [Source:MGI Symbol;Acc:MGI:88452]	1.229622627	0.993767508	19	15
ENSRNOG00000046991	ENSRNOT00000072806	ENSRNOP00000067109	RGD1565472	RGD1565472	similar to RIKEN cDNA 2310003P10 [Source:RGD Symbol;Acc:1565472]	1.501605282	0.99376899	2.82	1.82
ENSRNOG00000051969	ENSRNOT00000079223	-	SNORA29	SNORA29	Small nucleolar RNA SNORA29 [Source:RFAM;Acc:RF00429]	48.29580535	0.993771057	0.48	0
ENSRNOG00000060660	ENSRNOT00000077760	-	SNORA29	SNORA29	Small nucleolar RNA SNORA29 [Source:RFAM;Acc:RF00429]	48.29580535	0.993771057	0.48	0
ENSRNOG00000000428	ENSRNOT00000077892	-	CYP21A1	Cyp21a1	cytochrome P450, family 21, subfamily a, polypeptide 1 [Source:RGD Symbol;Acc:2461]	1.466005339	0.993793197	3.07	2.03
ENSRNOG00000060114	ENSRNOT00000083227	ENSRNOP00000071205	AABR07024106.2	AABR07024106.2	-	4.942522236	0.993800396	0.6	0.11
ENSRNOG00000053005	ENSRNOT00000078183	-	AABR07030890.1	AABR07030890.1	-	1.255606036	0.993805224	13	10.05
ENSRNOG00000045965	ENSRNOT00000075465	ENSRNOP00000067399	N4BP3	N4bp3	Nedd4 binding protein 3 [Source:RGD Symbol;Acc:1308356]	1.214022092	0.993807874	22.11	17.68
ENSRNOG00000061532	ENSRNOT00000084141	ENSRNOP00000070844	AABR07017825.7	AABR07017825.7	-	1.45890419	0.993814831	3.01	2
ENSRNOG00000011367	ENSRNOT00000067609	ENSRNOP00000063152	CYP2R1	Cyp2r1	cytochrome P450, family 2, subfamily r, polypeptide 1 [Source:RGD Symbol;Acc:1311866]	1.201939461	0.993824385	26	21
ENSRNOG00000012229	ENSRNOT00000016471	ENSRNOP00000016471	T	T	brachyury [Source:RGD Symbol;Acc:1310141]	1.201939461	0.993824385	26	21
ENSRNOG00000000335	ENSRNOT00000039305	ENSRNOP00000034890	ERMAP	Ermap	erythroblast membrane-associated protein [Source:RGD Symbol;Acc:1309996]	1.454073619	0.993824913	3	2
ENSRNOG00000001990	ENSRNOT00000089471	ENSRNOP00000069054	UGT2B17	Ugt2b17	UDP glucuronosyltransferase 2 family, polypeptide B17 [Source:RGD Symbol;Acc:708541]	1.454073619	0.993824913	3	2
ENSRNOG00000002302	ENSRNOT00000064128	ENSRNOP00000061602	CORIN	Corin	corin, serine peptidase [Source:RGD Symbol;Acc:727887]	1.454073619	0.993824913	3	2
ENSRNOG00000002925	ENSRNOT00000003922	ENSRNOP00000003922	TSX	Tsx	testis specific X-linked gene [Source:RGD Symbol;Acc:3914]	1.454073619	0.993824913	3	2
ENSRNOG00000004646	ENSRNOT00000006526	ENSRNOP00000006526	TPO	Tpo	thyroid peroxidase [Source:RGD Symbol;Acc:3900]	1.454073619	0.993824913	3	2
ENSRNOG00000007197	ENSRNOT00000091227	ENSRNOP00000073765	NR1H4	Nr1h4	nuclear receptor subfamily 1, group H, member 4 [Source:RGD Symbol;Acc:628831]	1.454073619	0.993824913	3	2
ENSRNOG00000007319	ENSRNOT00000009840	ENSRNOP00000009840	TRIB3	Trib3	tribbles pseudokinase 3 [Source:RGD Symbol;Acc:708432]	1.454073619	0.993824913	3	2
ENSRNOG00000009043	ENSRNOT00000078117	ENSRNOP00000072452	PIWIL4	Piwil4	piwi-like RNA-mediated gene silencing 4 [Source:RGD Symbol;Acc:1311015]	1.454073619	0.993824913	3	2
ENSRNOG00000014312	ENSRNOT00000064892	ENSRNOP00000059114	AC109737.1	AC109737.1	RCG28256; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F1M520]	1.454073619	0.993824913	3	2
ENSRNOG00000014414	ENSRNOT00000039615	ENSRNOP00000035152	QRFPR	Qrfpr	pyroglutamylated RFamide peptide receptor [Source:RGD Symbol;Acc:728380]	1.454073619	0.993824913	3	2
ENSRNOG00000015682	ENSRNOT00000021485	ENSRNOP00000021486	KEL	Kel	Kell blood group, metallo-endopeptidase [Source:RGD Symbol;Acc:1565470]	1.454073619	0.993824913	3	2
ENSRNOG00000016997	ENSRNOT00000023028	ENSRNOP00000023028	LOC687441	LOC687441	hypothetical protein LOC687441 [Source:RGD Symbol;Acc:1585363]	1.454073619	0.993824913	3	2
ENSRNOG00000017180	ENSRNOT00000023241	ENSRNOP00000023241	SLC17A2	Slc17a2	solute carrier family 17, member 2 [Source:RGD Symbol;Acc:1308821]	1.454073619	0.993824913	3	2
ENSRNOG00000019068	ENSRNOT00000026017	ENSRNOP00000026017	CTRB1	Ctrb1	chymotrypsinogen B1 [Source:RGD Symbol;Acc:2444]	1.454073619	0.993824913	3	2
ENSRNOG00000019770	ENSRNOT00000067423	ENSRNOP00000062098	BNC1	Bnc1	basonuclin 1 [Source:RGD Symbol;Acc:1309042]	1.454073619	0.993824913	3	2
ENSRNOG00000022067	ENSRNOT00000004821	ENSRNOP00000004821	TLR5	Tlr5	toll-like receptor 5 [Source:RGD Symbol;Acc:631351]	1.454073619	0.993824913	3	2
ENSRNOG00000025359	ENSRNOT00000049441	ENSRNOP00000043936	SPESP1	Spesp1	sperm equatorial segment protein 1 [Source:RGD Symbol;Acc:1563468]	1.454073619	0.993824913	3	2
ENSRNOG00000026446	ENSRNOT00000036398	ENSRNOP00000038017	WEE2	Wee2	WEE1 homolog 2 (S. pombe) [Source:RGD Symbol;Acc:1587197]	1.454073619	0.993824913	3	2
ENSRNOG00000033345	ENSRNOT00000091620	ENSRNOP00000068971	AABR07072668.1	AABR07072668.1	-	1.454073619	0.993824913	3	2
ENSRNOG00000033980	ENSRNOT00000067008	ENSRNOP00000060324	WFDC11	Wfdc11	WAP four-disulfide core domain 11 [Source:RGD Symbol;Acc:1596469]	1.454073619	0.993824913	3	2
ENSRNOG00000043445	ENSRNOT00000066020	ENSRNOP00000060470	THEM5	Them5	thioesterase superfamily member 5 [Source:RGD Symbol;Acc:1562059]	1.454073619	0.993824913	3	2
ENSRNOG00000047459	ENSRNOT00000072564	ENSRNOP00000066786	HIST1H1D	Hist1h1d	histone cluster 1, H1d [Source:RGD Symbol;Acc:2776]	1.454073619	0.993824913	3	2
ENSRNOG00000052316	ENSRNOT00000081003	-	7SK	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	1.454073619	0.993824913	3	2
ENSRNOG00000053331	ENSRNOT00000084609	-	AABR07000451.1	AABR07000451.1	-	1.454073619	0.993824913	3	2
ENSRNOG00000053720	ENSRNOT00000089726	-	RN60_20_0050.7	Rn60_20_0050.7	-	1.454073619	0.993824913	3	2
ENSRNOG00000053887	ENSRNOT00000082467	-	RNASEP_NUC	RNaseP_nuc	Nuclear RNase P [Source:RFAM;Acc:RF00009]	1.454073619	0.993824913	3	2
ENSRNOG00000054321	ENSRNOT00000084956	-	AABR07043698.1	AABR07043698.1	-	1.454073619	0.993824913	3	2
ENSRNOG00000054421	ENSRNOT00000085374	-	AABR07008255.1	AABR07008255.1	-	1.454073619	0.993824913	3	2
ENSRNOG00000055204	ENSRNOT00000090447	ENSRNOP00000072828	AABR07034833.1	AABR07034833.1	-	1.454073619	0.993824913	3	2
ENSRNOG00000055855	ENSRNOT00000089333	-	AABR07027254.1	AABR07027254.1	-	1.454073619	0.993824913	3	2
ENSRNOG00000058827	ENSRNOT00000079027	ENSRNOP00000069414	SIX2	Six2	SIX homeobox 2 [Source:RGD Symbol;Acc:1310792]	1.454073619	0.993824913	3	2
ENSRNOG00000059375	ENSRNOT00000091127	-	AC142138.2	AC142138.2	-	1.454073619	0.993824913	3	2
ENSRNOG00000059654	ENSRNOT00000077364	ENSRNOP00000071574	AC105645.4	AC105645.4	-	1.454073619	0.993824913	3	2
ENSRNOG00000059753	ENSRNOT00000090122	ENSRNOP00000074743	GYS2	Gys2	glycogen synthase 2 [Source:RGD Symbol;Acc:2773]	1.454073619	0.993824913	3	2
ENSRNOG00000061185	ENSRNOT00000089055	ENSRNOP00000074347	-	-	-	1.454073619	0.993824913	3	2
ENSRNOG00000052107	ENSRNOT00000085550	-	AABR07010385.1	AABR07010385.1	-	1.451681367	0.993827815	3.01	2.01
ENSRNOG00000020105	ENSRNOT00000027232	ENSRNOP00000027232	KLHL30	Klhl30	kelch-like family member 30 [Source:RGD Symbol;Acc:1309644]	1.294015545	0.993848092	8	6
ENSRNOG00000040303	ENSRNOT00000062031	ENSRNOP00000058736	CEBPZOS	Cebpzos	Protein Cebpzos; RCG62056, isoform CRA_a  [Source:UniProtKB/TrEMBL;Acc:D3ZL39]	1.294015545	0.993848092	8	6
ENSRNOG00000042156	ENSRNOT00000064894	-	LOC100359747	LOC100359747	rCG64189-like [Source:RGD Symbol;Acc:2323493]	1.294015545	0.993848092	8	6
ENSRNOG00000043193	ENSRNOT00000063779	ENSRNOP00000061103	SMIM1	Smim1	small integral membrane protein 1 [Source:RGD Symbol;Acc:1564257]	1.294015545	0.993848092	8	6
ENSRNOG00000057443	ENSRNOT00000016133	ENSRNOP00000016133	LOC497963	LOC497963	similar to Nitric oxide synthase, inducible (NOS type II) (Inducible NO synthase) (Inducible NOS) (iNOS) [Source:RGD Symbol;Acc:1598227]	1.294015545	0.993848092	8	6
